timestamp,hvac_status,lighting_status,ventilation_status,equipment_load
2024-01-04 20:27:00,off,off,low,0.4578151397307404
2024-01-04 20:28:00,heating,on,low,0.520248224155657
2024-01-04 20:29:00,off,off,low,0.5359900866712232
2024-01-04 20:30:00,heating,on,low,0.3707316397728031
2024-01-04 20:31:00,off,off,low,0.43549281272087326
2024-01-04 20:32:00,heating,on,low,0.4569883512381653
2024-01-04 20:33:00,off,off,low,0.3405809257207477
2024-01-04 20:34:00,heating,on,low,0.4956598203538184
2024-01-04 20:35:00,off,off,low,0.34333294365330436
2024-01-04 20:36:00,heating,on,low,0.7220747058658021
2024-01-04 20:37:00,off,off,low,0.5316286599343862
2024-01-04 20:38:00,heating,on,low,0.49605143362702486
2024-01-04 20:39:00,off,off,low,0.3759133029021641
2024-01-04 20:40:00,heating,on,low,0.43590219326693747
2024-01-04 20:41:00,off,off,low,0.43962312536347414
2024-01-04 20:42:00,heating,on,low,0.8911225289239819
2024-01-04 20:43:00,off,off,low,0.801209627705096
2024-01-04 20:44:00,heating,on,low,0.30915737498005896
2024-01-04 20:45:00,off,off,low,0.6701019544610879
2024-01-04 20:46:00,heating,on,low,0.45354605785315427
2024-01-04 20:47:00,off,off,low,0.3626261572917506
2024-01-04 20:48:00,heating,on,low,0.7233598578718529
2024-01-04 20:49:00,off,off,low,0.37896332968100954
2024-01-04 20:50:00,heating,on,low,0.5662444677178414
2024-01-04 20:51:00,off,off,low,0.6792990989039546
2024-01-04 20:52:00,heating,on,low,0.6326968536929932
2024-01-04 20:53:00,off,off,low,0.8865774589816457
2024-01-04 20:54:00,heating,on,low,0.7714455678735136
2024-01-04 20:55:00,off,off,low,0.7645160256764939
2024-01-04 20:56:00,heating,on,low,0.5133572364486187
2024-01-04 20:57:00,off,off,low,0.305037295250485
2024-01-04 20:58:00,heating,on,low,0.7406465578024131
2024-01-04 20:59:00,off,off,low,0.8998392505774035
2024-01-04 21:00:00,heating,on,low,0.5435274646461694
2024-01-04 21:01:00,off,off,low,0.8913110993742706
2024-01-04 21:02:00,heating,off,low,0.38502486572060785
2024-01-04 21:03:00,off,off,low,0.4779074109820305
2024-01-04 21:04:00,heating,on,low,0.4024361590454824
2024-01-04 21:05:00,off,off,low,0.5851055837560895
2024-01-04 21:06:00,heating,on,low,0.7781888409043323
2024-01-04 21:07:00,off,off,low,0.5043970149227723
2024-01-04 21:08:00,heating,on,low,0.8437373622911231
2024-01-04 21:09:00,off,off,low,0.6268982479978711
2024-01-04 21:10:00,heating,on,low,0.5792546482451264
2024-01-04 21:11:00,off,off,low,0.7722215053171659
2024-01-04 21:12:00,heating,on,low,0.36086609822507076
2024-01-04 21:13:00,off,off,low,0.7642514827264049
2024-01-04 21:14:00,heating,on,low,0.44577120010369603
2024-01-04 21:15:00,off,off,low,0.46848752830994256
2024-01-04 21:16:00,heating,on,low,0.659672263992048
2024-01-04 21:17:00,off,off,low,0.8411606550277231
2024-01-04 21:18:00,heating,on,low,0.6470441698625189
2024-01-04 21:19:00,off,off,low,0.6893696092766922
2024-01-04 21:20:00,heating,on,low,0.7659567537631646
2024-01-04 21:21:00,off,off,low,0.45559485539549205
2024-01-04 21:22:00,heating,on,low,0.7963402036824856
2024-01-04 21:23:00,off,off,low,0.5507760894402899
2024-01-04 21:24:00,heating,on,low,0.4053934160946975
2024-01-04 21:25:00,off,off,low,0.510070847676675
2024-01-04 21:26:00,heating,on,low,0.4476786670309352
2024-01-04 21:27:00,off,off,low,0.43722816308138757
2024-01-04 21:28:00,heating,on,low,0.4695379192314997
2024-01-04 21:29:00,off,off,low,0.4085584888452537
2024-01-04 21:30:00,heating,on,low,0.7006210542495858
2024-01-04 21:31:00,off,off,low,0.6479950542210704
2024-01-04 21:32:00,heating,on,low,0.6890651357900571
2024-01-04 21:33:00,off,off,low,0.5062348342968963
2024-01-04 21:34:00,heating,on,low,0.7618400415444266
2024-01-04 21:35:00,off,off,low,0.3777652445724988
2024-01-04 21:36:00,heating,on,low,0.6426820256768162
2024-01-04 21:37:00,off,off,low,0.4652717833478843
2024-01-04 21:38:00,heating,on,low,0.6165659404185668
2024-01-04 21:39:00,off,off,low,0.4941823051441435
2024-01-04 21:40:00,heating,on,low,0.7743070590547771
2024-01-04 21:41:00,off,off,low,0.8347631033028569
2024-01-04 21:42:00,heating,on,low,0.7455487340229787
2024-01-04 21:43:00,off,off,low,0.4053502277095481
2024-01-04 21:44:00,heating,on,low,0.46492013903301743
2024-01-04 21:45:00,off,off,low,0.8516148393110496
2024-01-04 21:46:00,heating,on,low,0.5623320765949208
2024-01-04 21:47:00,off,off,low,0.8647082456095603
2024-01-04 21:48:00,heating,on,low,0.5354710133173601
2024-01-04 21:49:00,off,off,low,0.8710647963543983
2024-01-04 21:50:00,heating,on,low,0.8554433926399987
2024-01-04 21:51:00,off,off,low,0.6963161339919698
2024-01-04 21:52:00,heating,on,low,0.3052962290769017
2024-01-04 21:53:00,off,off,low,0.5402008091855621
2024-01-04 21:54:00,off,on,low,0.8467410778173576
2024-01-04 21:55:00,off,off,low,0.831066173464869
2024-01-04 21:56:00,off,on,low,0.4124326800576682
2024-01-04 21:57:00,off,off,low,0.5395094975814616
2024-01-04 21:58:00,heating,on,low,0.801305956727683
2024-01-04 21:59:00,off,off,low,0.6467267119500326
2024-01-04 22:00:00,idle,on,low,0.8083795400677205
2024-01-04 22:01:00,off,off,low,0.7959404306691379
2024-01-04 22:02:00,heating,on,low,0.84448920417149
2024-01-04 22:03:00,off,off,low,0.37033235291674904
2024-01-04 22:04:00,heating,on,low,0.3871290848721094
2024-01-04 22:05:00,off,off,low,0.3496854173814315
2024-01-04 22:06:00,idle,on,low,0.861161304657259
2024-01-04 22:07:00,off,off,low,0.5850974306267359
2024-01-04 22:08:00,heating,on,low,0.3385951700894689
2024-01-04 22:09:00,off,off,low,0.4929179415084247
2024-01-04 22:10:00,heating,on,low,0.5108475846779801
2024-01-04 22:11:00,off,off,low,0.7857358940860544
2024-01-04 22:12:00,idle,on,low,0.7412861353025538
2024-01-04 22:13:00,off,off,low,0.7136322297375415
2024-01-04 22:14:00,heating,on,low,0.3131181315548272
2024-01-04 22:15:00,off,off,low,0.8464174778558273
2024-01-04 22:16:00,heating,on,low,0.42933316014944495
2024-01-04 22:17:00,off,off,low,0.6774368428156068
2024-01-04 22:18:00,heating,on,low,0.3370914258068515
2024-01-04 22:19:00,off,off,low,0.3489156551232327
2024-01-04 22:20:00,heating,on,low,0.3057463776780733
2024-01-04 22:21:00,off,off,low,0.6395565867271984
2024-01-04 22:22:00,idle,on,low,0.6776278017701429
2024-01-04 22:23:00,off,off,low,0.3302773819399373
2024-01-04 22:24:00,idle,on,low,0.47429093085842333
2024-01-04 22:25:00,off,off,low,0.8108726485068101
2024-01-04 22:26:00,heating,on,low,0.36078502009374847
2024-01-04 22:27:00,off,off,low,0.4299282987319988
2024-01-04 22:28:00,heating,on,low,0.5546347250834562
2024-01-04 22:29:00,off,off,low,0.8053644615798696
2024-01-04 22:30:00,heating,on,low,0.4529094326851225
2024-01-04 22:31:00,off,off,low,0.8982822092180054
2024-01-04 22:32:00,heating,on,low,0.5131570878831171
2024-01-04 22:33:00,off,off,low,0.5318691950901739
2024-01-04 22:34:00,heating,on,low,0.3732637225384766
2024-01-04 22:35:00,off,off,low,0.7081187405139184
2024-01-04 22:36:00,idle,on,low,0.446079109670689
2024-01-04 22:37:00,off,off,low,0.6773205571770278
2024-01-04 22:38:00,heating,on,low,0.43389463704175596
2024-01-04 22:39:00,off,off,low,0.5327233603358807
2024-01-04 22:40:00,heating,on,low,0.8140032551726506
2024-01-04 22:41:00,off,off,low,0.743343546884442
2024-01-04 22:42:00,heating,off,low,0.39275453996623405
2024-01-04 22:43:00,off,off,low,0.6646249004244609
2024-01-04 22:44:00,idle,on,low,0.6771843910042856
2024-01-04 22:45:00,off,off,low,0.35434108410111664
2024-01-04 22:46:00,idle,on,low,0.5794833926015615
2024-01-04 22:47:00,off,off,low,0.45640103740056476
2024-01-04 22:48:00,heating,on,low,0.5802780856580898
2024-01-04 22:49:00,off,off,low,0.766242594793725
2024-01-04 22:50:00,heating,on,low,0.3949557358861918
2024-01-04 22:51:00,off,off,low,0.3739825233528263
2024-01-04 22:52:00,idle,on,low,0.46158989706346376
2024-01-04 22:53:00,off,off,low,0.87136527020795
2024-01-04 22:54:00,idle,on,low,0.7486945267109799
2024-01-04 22:55:00,off,off,low,0.3116735176887279
2024-01-04 22:56:00,heating,on,low,0.540602905490026
2024-01-04 22:57:00,off,off,low,0.45443878744823113
2024-01-04 22:58:00,heating,on,low,0.6828867410233044
2024-01-04 22:59:00,off,off,low,0.575575472120516
2024-01-04 23:00:00,idle,on,low,0.8786991149183645
2024-01-04 23:01:00,off,off,low,0.43138707059054293
2024-01-04 23:02:00,idle,on,low,0.6527138495993645
2024-01-04 23:03:00,off,off,low,0.7201260089941337
2024-01-04 23:04:00,idle,on,low,0.7953386936072291
2024-01-04 23:05:00,off,off,low,0.5441826182568043
2024-01-04 23:06:00,idle,on,low,0.712153144594489
2024-01-04 23:07:00,off,off,low,0.48192088283056966
2024-01-04 23:08:00,idle,on,low,0.5612856554170922
2024-01-04 23:09:00,off,off,low,0.8373762787220396
2024-01-04 23:10:00,idle,on,low,0.8699445655985727
2024-01-04 23:11:00,off,off,low,0.7312904081563589
2024-01-04 23:12:00,idle,on,low,0.5246111344657111
2024-01-04 23:13:00,off,off,low,0.7920346739847985
2024-01-04 23:14:00,idle,on,low,0.3155202490352521
2024-01-04 23:15:00,off,off,low,0.36164754632365265
2024-01-04 23:16:00,idle,on,low,0.6968242418252167
2024-01-04 23:17:00,off,off,low,0.4747491451620345
2024-01-04 23:18:00,idle,on,low,0.8708317310402867
2024-01-04 23:19:00,off,off,low,0.5616363672553828
2024-01-04 23:20:00,idle,on,low,0.5576188922335062
2024-01-04 23:21:00,off,off,low,0.7068477061145588
2024-01-04 23:22:00,idle,on,low,0.7605411373837139
2024-01-04 23:23:00,off,off,low,0.585335242875082
2024-01-04 23:24:00,idle,on,low,0.4284005410270345
2024-01-04 23:25:00,off,off,low,0.763985185635373
2024-01-04 23:26:00,idle,on,low,0.4922107649241766
2024-01-04 23:27:00,off,off,low,0.40506646157631454
2024-01-04 23:28:00,idle,on,low,0.678984113955008
2024-01-04 23:29:00,off,off,low,0.35427220019421024
2024-01-04 23:30:00,idle,on,low,0.882811605051633
2024-01-04 23:31:00,off,off,low,0.6794383586472822
2024-01-04 23:32:00,idle,on,low,0.8915373125530535
2024-01-04 23:33:00,off,off,low,0.5033360540871816
2024-01-04 23:34:00,idle,on,low,0.8827230967142388
2024-01-04 23:35:00,off,off,low,0.3873373486371742
2024-01-04 23:36:00,idle,on,low,0.32441686340821707
2024-01-04 23:37:00,off,off,low,0.31979043627276155
2024-01-04 23:38:00,idle,on,low,0.5789222223595363
2024-01-04 23:39:00,off,off,low,0.3498025184871569
2024-01-04 23:40:00,idle,on,low,0.6073007305005611
2024-01-04 23:41:00,off,off,low,0.4965003021053403
2024-01-04 23:42:00,idle,on,low,0.5013773954844694
2024-01-04 23:43:00,off,off,low,0.6813653979271019
2024-01-04 23:44:00,idle,off,low,0.3978588036909721
2024-01-04 23:45:00,off,off,low,0.7599320222038386
2024-01-04 23:46:00,idle,on,low,0.6492185518671809
2024-01-04 23:47:00,off,off,low,0.8489667773085066
2024-01-04 23:48:00,idle,on,low,0.5189043922605141
2024-01-04 23:49:00,off,off,low,0.8896289952402754
2024-01-04 23:50:00,idle,on,low,0.645496588028414
2024-01-04 23:51:00,off,off,low,0.8840411737125204
2024-01-04 23:52:00,idle,on,low,0.3162363924282692
2024-01-04 23:53:00,off,off,low,0.7367857934474329
2024-01-04 23:54:00,idle,on,low,0.7899729145756418
2024-01-04 23:55:00,off,off,low,0.33190397200589256
2024-01-04 23:56:00,idle,on,low,0.6473817984097474
2024-01-04 23:57:00,off,off,low,0.781165376153669
2024-01-04 23:58:00,idle,on,low,0.6366232351338437
2024-01-04 23:59:00,off,off,low,0.33828815424327996
2024-01-05 00:00:00,idle,on,low,0.7160683445389869
2024-01-05 00:01:00,off,off,low,0.3363581488039852
2024-01-05 00:02:00,idle,on,low,0.7904813370098631
2024-01-05 00:03:00,off,off,low,0.3258205099840166
2024-01-05 00:04:00,idle,on,low,0.38243842860622246
2024-01-05 00:05:00,off,off,low,0.4650645543139611
2024-01-05 00:06:00,idle,on,low,0.68001887535648
2024-01-05 00:07:00,off,off,low,0.8858154597787837
2024-01-05 00:08:00,idle,on,low,0.3706937115719606
2024-01-05 00:09:00,off,off,low,0.38562460152835104
2024-01-05 00:10:00,idle,on,low,0.5213222380205882
2024-01-05 00:11:00,off,off,low,0.8017314826531923
2024-01-05 00:12:00,idle,on,low,0.5803385716504885
2024-01-05 00:13:00,off,off,low,0.49296636015349304
2024-01-05 00:14:00,idle,on,low,0.6367222993253168
2024-01-05 00:15:00,off,off,low,0.45631391846745006
2024-01-05 00:16:00,idle,on,low,0.5406959443485126
2024-01-05 00:17:00,off,off,low,0.4995630895392251
2024-01-05 00:18:00,idle,on,low,0.7824846134487876
2024-01-05 00:19:00,off,off,low,0.8545534358628006
2024-01-05 00:20:00,idle,on,low,0.7557433152941472
2024-01-05 00:21:00,off,off,low,0.5634501456179901
2024-01-05 00:22:00,idle,on,low,0.6026009864979983
2024-01-05 00:23:00,off,off,low,0.3750442163576614
2024-01-05 00:24:00,idle,on,low,0.7481188266807227
2024-01-05 00:25:00,off,off,low,0.6578854076370265
2024-01-05 00:26:00,idle,on,low,0.8414639976824618
2024-01-05 00:27:00,off,off,low,0.42036668614509193
2024-01-05 00:28:00,idle,on,low,0.7558356731595673
2024-01-05 00:29:00,off,off,low,0.7108029970315138
2024-01-05 00:30:00,idle,on,low,0.4595073202858513
2024-01-05 00:31:00,off,off,low,0.7004271837244951
2024-01-05 00:32:00,idle,on,low,0.8546240283459898
2024-01-05 00:33:00,off,off,low,0.8510615926002714
2024-01-05 00:34:00,idle,on,low,0.7317759447096848
2024-01-05 00:35:00,off,off,low,0.32884386752043604
2024-01-05 00:36:00,idle,on,low,0.8233586023920969
2024-01-05 00:37:00,off,off,low,0.694667164202724
2024-01-05 00:38:00,idle,on,low,0.4862605519096407
2024-01-05 00:39:00,off,off,low,0.41235021702341956
2024-01-05 00:40:00,idle,on,low,0.36972231779839027
2024-01-05 00:41:00,off,off,low,0.3301421395546566
2024-01-05 00:42:00,idle,on,low,0.7524619487704539
2024-01-05 00:43:00,off,off,low,0.44150579936596523
2024-01-05 00:44:00,off,on,low,0.31455176162595305
2024-01-05 00:45:00,off,off,low,0.5383623911051936
2024-01-05 00:46:00,idle,on,low,0.5895642483554033
2024-01-05 00:47:00,off,off,low,0.40153813854007614
2024-01-05 00:48:00,idle,on,low,0.32642900169752986
2024-01-05 00:49:00,off,off,low,0.4134752898588413
2024-01-05 00:50:00,idle,on,low,0.7074616571019446
2024-01-05 00:51:00,off,off,low,0.34934620635072383
2024-01-05 00:52:00,idle,on,low,0.6330222183341963
2024-01-05 00:53:00,off,off,low,0.3878471927449
2024-01-05 00:54:00,idle,on,low,0.4174135041482516
2024-01-05 00:55:00,off,off,low,0.5358467299600193
2024-01-05 00:56:00,idle,on,low,0.3604952016322388
2024-01-05 00:57:00,off,off,low,0.40392210166932774
2024-01-05 00:58:00,idle,on,low,0.5093714468708125
2024-01-05 00:59:00,off,off,low,0.4978014032990201
2024-01-05 01:00:00,idle,on,low,0.7495628914054392
2024-01-05 01:01:00,off,off,low,0.34486938307585463
2024-01-05 01:02:00,off,on,low,0.8162704413998061
2024-01-05 01:03:00,off,off,low,0.789739302443673
2024-01-05 01:04:00,idle,on,low,0.7595949838151631
2024-01-05 01:05:00,off,off,low,0.4856234174778795
2024-01-05 01:06:00,idle,on,low,0.7937290713244726
2024-01-05 01:07:00,off,off,low,0.4096812481735685
2024-01-05 01:08:00,idle,on,low,0.37464552351301694
2024-01-05 01:09:00,off,off,low,0.3269738000936924
2024-01-05 01:10:00,idle,on,low,0.8635862178033455
2024-01-05 01:11:00,off,off,low,0.48480653862316425
2024-01-05 01:12:00,idle,on,low,0.8505707281067436
2024-01-05 01:13:00,off,off,low,0.4635681369115978
2024-01-05 01:14:00,idle,on,low,0.8445395756018097
2024-01-05 01:15:00,off,off,low,0.842357431707653
2024-01-05 01:16:00,idle,on,low,0.8542056270064278
2024-01-05 01:17:00,off,off,low,0.5976920635705163
2024-01-05 01:18:00,idle,on,low,0.8195677720793353
2024-01-05 01:19:00,off,off,low,0.8704595377003923
2024-01-05 01:20:00,idle,on,low,0.49477016513830774
2024-01-05 01:21:00,off,off,low,0.5513246434095331
2024-01-05 01:22:00,idle,on,low,0.7315441124014465
2024-01-05 01:23:00,off,off,low,0.48021589303398055
2024-01-05 01:24:00,idle,on,low,0.7522855853475954
2024-01-05 01:25:00,off,off,low,0.34433528712812034
2024-01-05 01:26:00,idle,on,low,0.6140990305731253
2024-01-05 01:27:00,off,off,low,0.3733880904502471
2024-01-05 01:28:00,idle,on,low,0.47599408586200587
2024-01-05 01:29:00,off,off,low,0.4551752354918832
2024-01-05 01:30:00,idle,on,low,0.8033592441375996
2024-01-05 01:31:00,off,off,low,0.4161103532437185
2024-01-05 01:32:00,idle,on,low,0.7850687520954713
2024-01-05 01:33:00,off,off,low,0.7763762075447532
2024-01-05 01:34:00,idle,on,low,0.599329833334338
2024-01-05 01:35:00,off,off,low,0.44030595335767775
2024-01-05 01:36:00,idle,on,low,0.43613780397373364
2024-01-05 01:37:00,off,off,low,0.5789547882695087
2024-01-05 01:38:00,idle,on,low,0.3052854044361098
2024-01-05 01:39:00,off,off,low,0.6188104527668197
2024-01-05 01:40:00,idle,on,low,0.8716677154602333
2024-01-05 01:41:00,off,off,low,0.39282412911755793
2024-01-05 01:42:00,idle,on,low,0.6440073728853621
2024-01-05 01:43:00,off,off,low,0.8770672131866741
2024-01-05 01:44:00,idle,on,low,0.8163132836949603
2024-01-05 01:45:00,off,off,low,0.8102280698288042
2024-01-05 01:46:00,idle,on,low,0.7931099582377135
2024-01-05 01:47:00,off,off,low,0.48541416363371137
2024-01-05 01:48:00,idle,on,low,0.8343700987600875
2024-01-05 01:49:00,off,off,low,0.8648042107399028
2024-01-05 01:50:00,idle,on,low,0.5974754539794236
2024-01-05 01:51:00,off,off,low,0.5127426283556753
2024-01-05 01:52:00,idle,on,low,0.5485374093635137
2024-01-05 01:53:00,off,off,low,0.5005238650987593
2024-01-05 01:54:00,idle,on,low,0.4274510652147241
2024-01-05 01:55:00,off,off,low,0.6710690821517337
2024-01-05 01:56:00,idle,on,medium,0.6375581317471938
2024-01-05 01:57:00,off,off,medium,0.5775510426235654
2024-01-05 01:58:00,idle,on,medium,0.35750723201089907
2024-01-05 01:59:00,off,off,medium,0.7781357788235999
2024-01-05 02:00:00,idle,on,medium,0.4049601376504735
2024-01-05 02:01:00,off,off,medium,0.3687372260376289
2024-01-05 02:02:00,cooling,on,low,0.6738428372897685
2024-01-05 02:03:00,off,off,low,0.5391866167426339
2024-01-05 02:04:00,idle,on,low,0.3358850852113977
2024-01-05 02:05:00,off,off,low,0.5133410129766349
2024-01-05 02:06:00,cooling,on,low,0.7630682113709777
2024-01-05 02:07:00,off,off,low,0.6691495231302587
2024-01-05 02:08:00,cooling,on,low,0.5176716137921982
2024-01-05 02:09:00,off,off,low,0.41508287498075286
2024-01-05 02:10:00,idle,on,low,0.679077372482864
2024-01-05 02:11:00,off,off,low,0.8325331805678133
2024-01-05 02:12:00,cooling,on,low,0.6877636308095483
2024-01-05 02:13:00,off,off,low,0.7877423127901346
2024-01-05 02:14:00,idle,on,low,0.6129167031326226
2024-01-05 02:15:00,off,off,low,0.7307826640446173
2024-01-05 02:16:00,idle,on,low,0.8377360642670115
2024-01-05 02:17:00,off,off,low,0.7639073869551931
2024-01-05 02:18:00,idle,on,low,0.8459123720388875
2024-01-05 02:19:00,off,off,low,0.5586837612696359
2024-01-05 02:20:00,idle,on,low,0.842532153076234
2024-01-05 02:21:00,off,off,low,0.6729403406890246
2024-01-05 02:22:00,idle,on,low,0.8220292596490162
2024-01-05 02:23:00,off,off,low,0.3236259182627012
2024-01-05 02:24:00,idle,on,low,0.6947114291481218
2024-01-05 02:25:00,off,off,low,0.8087850473267393
2024-01-05 02:26:00,idle,on,low,0.40452122018591985
2024-01-05 02:27:00,off,off,low,0.6970721600789539
2024-01-05 02:28:00,idle,on,low,0.794972828529979
2024-01-05 02:29:00,off,off,low,0.47276962177958226
2024-01-05 02:30:00,idle,on,low,0.5431477967438352
2024-01-05 02:31:00,off,off,low,0.6417106310995317
2024-01-05 02:32:00,idle,on,low,0.6115006133307372
2024-01-05 02:33:00,off,off,low,0.3235136358222814
2024-01-05 02:34:00,idle,on,low,0.35920325885124804
2024-01-05 02:35:00,off,off,low,0.3602799475826168
2024-01-05 02:36:00,idle,on,low,0.45736074329950505
2024-01-05 02:37:00,off,off,low,0.4475184676814695
2024-01-05 02:38:00,idle,on,low,0.7453334302720798
2024-01-05 02:39:00,off,off,low,0.6436466316096867
2024-01-05 02:40:00,idle,on,low,0.7583856507871447
2024-01-05 02:41:00,off,off,low,0.3419376344465221
2024-01-05 02:42:00,idle,on,low,0.5911285424829604
2024-01-05 02:43:00,off,off,low,0.4942653475591617
2024-01-05 02:44:00,idle,on,low,0.8099635864534478
2024-01-05 02:45:00,off,off,low,0.7246734941459421
2024-01-05 02:46:00,cooling,on,low,0.8215550824960778
2024-01-05 02:47:00,off,off,low,0.32785627344363605
2024-01-05 02:48:00,idle,on,low,0.7324940937399603
2024-01-05 02:49:00,off,off,low,0.6240050112957468
2024-01-05 02:50:00,idle,on,low,0.7950000174093396
2024-01-05 02:51:00,off,off,low,0.6042963545554927
2024-01-05 02:52:00,idle,on,low,0.6241254467411455
2024-01-05 02:53:00,off,off,low,0.3310604285652391
2024-01-05 02:54:00,idle,on,low,0.70111371902158
2024-01-05 02:55:00,off,off,low,0.46388392536303
2024-01-05 02:56:00,idle,on,low,0.3118163533072923
2024-01-05 02:57:00,off,off,low,0.339862297503618
2024-01-05 02:58:00,idle,on,low,0.8743713653796155
2024-01-05 02:59:00,off,off,low,0.5076463737479082
2024-01-05 03:00:00,cooling,on,low,0.8208453771726953
2024-01-05 03:01:00,off,off,low,0.8758063404415537
2024-01-05 03:02:00,cooling,on,low,0.8659603133023936
2024-01-05 03:03:00,off,off,low,0.8290351444196522
2024-01-05 03:04:00,cooling,on,low,0.8369063474767806
2024-01-05 03:05:00,off,off,low,0.47340482660457095
2024-01-05 03:06:00,cooling,on,low,0.39088193415621497
2024-01-05 03:07:00,off,off,low,0.6835575372527543
2024-01-05 03:08:00,cooling,on,low,0.5928633551212943
2024-01-05 03:09:00,off,off,low,0.35924803121710264
2024-01-05 03:10:00,cooling,on,low,0.7065247896134466
2024-01-05 03:11:00,off,off,low,0.6377160044908641
2024-01-05 03:12:00,cooling,on,low,0.8178404404862636
2024-01-05 03:13:00,off,off,low,0.6655102774130393
2024-01-05 03:14:00,off,on,low,0.6443677078330523
2024-01-05 03:15:00,off,off,low,0.5644510339995767
2024-01-05 03:16:00,cooling,on,low,0.5776722419333222
2024-01-05 03:17:00,off,off,low,0.8726287361874698
2024-01-05 03:18:00,cooling,off,low,0.3830676056401436
2024-01-05 03:19:00,off,off,low,0.5677312911493123
2024-01-05 03:20:00,cooling,on,low,0.6934963403561057
2024-01-05 03:21:00,off,off,low,0.5598063873542398
2024-01-05 03:22:00,cooling,on,low,0.46992937622445463
2024-01-05 03:23:00,off,off,low,0.4724144224577129
2024-01-05 03:24:00,cooling,on,low,0.44019362775462945
2024-01-05 03:25:00,off,off,low,0.5063419203498538
2024-01-05 03:26:00,cooling,on,low,0.8230048653501403
2024-01-05 03:27:00,off,off,low,0.6031347301937972
2024-01-05 03:28:00,cooling,on,low,0.4441432368466911
2024-01-05 03:29:00,off,off,low,0.5307160302159195
2024-01-05 03:30:00,cooling,on,low,0.3634982472471408
2024-01-05 03:31:00,off,off,low,0.8424214438432429
2024-01-05 03:32:00,cooling,on,low,0.5449186992548593
2024-01-05 03:33:00,off,off,low,0.8882347227558456
2024-01-05 03:34:00,cooling,on,low,0.5085232639575116
2024-01-05 03:35:00,off,off,low,0.8018136283362727
2024-01-05 03:36:00,cooling,on,low,0.45383118797487193
2024-01-05 03:37:00,off,off,low,0.34569173602656134
2024-01-05 03:38:00,cooling,on,low,0.3190400170042804
2024-01-05 03:39:00,off,off,low,0.6637010559868701
2024-01-05 03:40:00,cooling,on,low,0.48694420300415364
2024-01-05 03:41:00,off,off,low,0.5661119282854971
2024-01-05 03:42:00,cooling,on,low,0.7911882213604773
2024-01-05 03:43:00,off,off,low,0.44886485141688126
2024-01-05 03:44:00,cooling,on,high,0.485191486040948
2024-01-05 03:45:00,off,off,high,0.8072017110352003
2024-01-05 03:46:00,cooling,on,high,0.5956573640061025
2024-01-05 03:47:00,off,off,high,0.7965991002314926
2024-01-05 03:48:00,cooling,on,high,0.5246856020797899
2024-01-05 03:49:00,off,off,high,0.5390219884962651
2024-01-05 03:50:00,cooling,on,low,0.40028301706695374
2024-01-05 03:51:00,off,off,low,0.8498075121569799
2024-01-05 03:52:00,cooling,on,low,0.8380702164075657
2024-01-05 03:53:00,off,off,low,0.8905302087388642
2024-01-05 03:54:00,cooling,on,low,0.5414682763018269
2024-01-05 03:55:00,off,off,low,0.7911689650551854
2024-01-05 03:56:00,cooling,on,low,0.5489722390032712
2024-01-05 03:57:00,off,off,low,0.5725792733525836
2024-01-05 03:58:00,cooling,on,low,0.7979996361568948
2024-01-05 03:59:00,off,off,low,0.4064200625318398
2024-01-05 04:00:00,cooling,on,low,0.4321865606770514
2024-01-05 04:01:00,off,off,low,0.488836944237489
2024-01-05 04:02:00,cooling,on,low,0.7729074195000345
2024-01-05 04:03:00,off,off,low,0.5235909296208496
2024-01-05 04:04:00,cooling,on,low,0.514900924968457
2024-01-05 04:05:00,off,off,low,0.8992898071531452
2024-01-05 04:06:00,cooling,on,low,0.5302836858596878
2024-01-05 04:07:00,off,off,low,0.44866232178935217
2024-01-05 04:08:00,cooling,on,low,0.6739282069205661
2024-01-05 04:09:00,off,off,low,0.7811279711730006
2024-01-05 04:10:00,cooling,on,low,0.34176470023389555
2024-01-05 04:11:00,off,off,low,0.671335338683085
2024-01-05 04:12:00,cooling,on,low,0.32144127352813484
2024-01-05 04:13:00,off,off,low,0.6157994105877107
2024-01-05 04:14:00,off,on,low,0.4541949382546855
2024-01-05 04:15:00,off,off,low,0.4839850186039114
2024-01-05 04:16:00,cooling,on,low,0.5802575783894296
2024-01-05 04:17:00,off,off,low,0.8562644764473524
2024-01-05 04:18:00,cooling,on,low,0.726400383952726
2024-01-05 04:19:00,off,off,low,0.8621073577706979
2024-01-05 04:20:00,cooling,on,low,0.6959826027352066
2024-01-05 04:21:00,off,off,low,0.30426464825271576
2024-01-05 04:22:00,cooling,on,low,0.45935111840860654
2024-01-05 04:23:00,off,off,low,0.8434635466322244
2024-01-05 04:24:00,cooling,on,low,0.6860673125806469
2024-01-05 04:25:00,off,off,low,0.8889883419421649
2024-01-05 04:26:00,cooling,on,low,0.3935784115309774
2024-01-05 04:27:00,off,off,low,0.47804869986391163
2024-01-05 04:28:00,cooling,on,low,0.5174205957102218
2024-01-05 04:29:00,off,off,low,0.49593469090038633
2024-01-05 04:30:00,cooling,on,low,0.4511949180899284
2024-01-05 04:31:00,off,off,low,0.5660794294540668
2024-01-05 04:32:00,cooling,on,low,0.6853788740216228
2024-01-05 04:33:00,off,off,low,0.48675415373201764
2024-01-05 04:34:00,cooling,on,low,0.3478199539885534
2024-01-05 04:35:00,off,off,low,0.7251195161358981
